State,Year,Region_Type,Is_Coastal,Time_Trend_Index,Decade,Post_Liberalization,Post_2000_Infrastructure_Acceleration,Post_2010_Climate_Risk_Intensification,GDP_Growth_Rate,GSDP_Constant_Price,GSDP_Current_Price,Per_Capita_Income,Industrial_Output_Index,Services_Share,Agriculture_Share,Manufacturing_Share,Trade_Connectivity_Index,Export_Intensity,Tourism_Revenue_Index,FDI_Attractiveness_Index,Road_Density,Rail_Density,Port_Access_Index,Logistics_Connectivity_Index,Urbanization_Rate,Electricity_Access_Rate,Internet_Penetration_Rate,Infrastructure_Composite_Index,Literacy_Rate,Higher_Education_Enrollment,Health_Index,Labor_Force_Participation,Unemployment_Rate,Flood_Risk_Index,Cyclone_Exposure_Index,Drought_Risk_Index,Heat_Stress_Index,Coastal_Erosion_Risk,Land_Submergence_Risk_Index,Sea_Level_Rise_Exposure,Annual_Disaster_Loss_Rate,Climate_Vulnerability_Index,Ease_of_Doing_Business_Proxy,Policy_Reform_Index,Public_Capital_Expenditure_Index,GDP_Growth_Smoothed_3Y,Economic_Resilience_Index,Economic_Resilience_Class,Coastal_Trade_Interaction,Coastal_Climate_Interaction
Goa,1987,Coastal,1,8,1980s,0,0,0,5.04,4569.94,4877.72,5000.0,62.67,56.54,14.7,23.07,58.81,32.83,49.64,40.67,71.47,52.41,69.04,61.75,49.35,68.79,1.06,62.65,61.17,23.64,60.21,55.1,8.71,39.58,35.34,25.52,31.48,21.02,26.45,28.78,1.79,31.34,48.01,34.31,37.52,5.653333333333333,22.28,Low,58.81,31.34
Goa,1988,Coastal,1,9,1980s,0,0,0,5.2,4807.71,5142.38,5000.0,65.22,54.61,13.79,22.24,63.42,33.27,49.48,43.86,73.08,49.66,66.32,62.9,52.33,68.93,0.28,62.77,66.75,22.6,61.7,54.65,11.36,40.39,34.79,23.0,29.65,28.21,24.85,28.1,1.87,31.48,48.38,32.63,41.59,5.676666666666667,24.76,Low,63.42,31.48
Goa,1989,Coastal,1,10,1980s,0,0,0,6.19,5105.44,5439.16,5000.0,66.32,59.0,11.19,21.96,60.93,32.25,52.23,44.73,67.47,47.27,71.81,60.12,51.73,70.83,4.18,62.12,67.72,22.83,62.96,52.89,9.47,40.15,35.41,25.77,29.78,21.74,24.82,26.14,1.82,30.98,47.59,27.37,37.41,5.476666666666667,22.36,Low,60.93,30.98
Goa,1990,Coastal,1,11,1990s,0,0,0,7.78,5502.49,5837.56,5000.0,63.42,56.98,13.53,23.89,61.36,28.94,51.76,47.48,63.55,47.46,68.66,60.45,49.93,70.39,5.33,60.58,69.19,23.71,66.39,54.63,8.48,38.37,36.76,27.82,30.39,22.85,22.29,27.95,1.98,31.24,55.31,28.19,41.49,6.390000000000001,25.9,Low,61.36,31.24
Goa,1991,Coastal,1,12,1990s,1,0,0,7.85,5934.71,6268.65,5000.0,64.19,57.72,13.52,24.1,65.58,38.29,44.02,50.67,69.38,49.64,73.96,61.42,48.52,76.27,0.0,63.77,66.15,23.53,66.35,53.55,7.75,38.94,35.39,25.95,31.45,26.84,20.35,30.23,2.0,31.52,54.53,43.85,43.03,7.273333333333333,32.61,Medium,65.58,31.52
Goa,1992,Coastal,1,13,1990s,1,0,0,7.94,6405.77,6767.55,5000.0,67.37,56.84,15.81,25.07,67.32,34.95,46.73,49.69,69.84,48.84,69.94,66.73,50.72,70.45,0.78,63.4,66.08,23.53,64.17,52.73,7.78,39.74,35.48,20.24,35.2,28.18,23.15,28.14,1.75,31.68,55.55,46.75,41.5,7.8566666666666665,33.84,Medium,67.32,31.68
Goa,1993,Coastal,1,14,1990s,1,0,0,7.29,6872.88,7295.03,5000.0,62.19,56.45,12.33,23.59,65.85,37.41,49.37,49.09,66.62,48.76,66.99,65.72,45.9,75.48,3.77,62.13,67.53,20.56,64.61,53.22,8.03,38.97,39.66,27.43,29.73,22.8,23.25,27.67,2.12,31.81,51.49,43.98,45.41,7.6933333333333325,33.23,Medium,65.85,31.81
Goa,1994,Coastal,1,15,1990s,1,0,0,5.99,7284.33,7788.03,5000.0,66.05,56.73,13.64,23.51,66.69,37.79,48.75,45.53,71.17,50.58,71.09,62.73,52.11,71.87,4.42,63.82,65.09,25.47,66.62,52.35,9.46,42.56,32.17,27.11,27.08,24.07,27.16,26.94,1.84,31.35,52.56,47.1,38.23,7.073333333333333,31.17,Medium,66.69,31.35
Goa,1995,Coastal,1,16,1990s,1,0,0,5.67,7697.45,8171.4,5000.0,72.57,57.36,9.74,26.92,70.37,39.13,48.35,48.84,70.12,51.73,73.36,66.17,48.19,76.82,1.63,64.98,70.4,27.37,63.78,53.26,8.51,36.86,37.29,31.12,28.88,25.94,25.18,28.35,1.98,31.89,50.76,43.43,40.74,6.316666666666666,31.85,Medium,70.37,31.89
Goa,1996,Coastal,1,17,1990s,1,0,0,8.12,8322.66,8694.44,5000.0,70.28,57.82,11.68,25.82,67.62,39.67,49.6,52.24,71.96,51.57,67.55,65.2,48.86,73.23,1.55,63.6,67.34,28.72,69.0,55.6,7.82,40.14,34.01,24.71,31.21,28.48,23.11,30.24,2.05,31.8,58.37,40.0,45.13,6.593333333333334,32.57,Medium,67.62,31.8
Goa,1997,Coastal,1,18,1990s,1,0,0,6.69,8879.65,9291.44,5000.0,70.82,58.51,10.73,23.68,65.81,42.05,50.42,50.92,69.03,49.31,72.9,61.94,49.83,75.02,5.59,63.58,69.56,26.48,68.05,54.18,8.05,39.43,38.99,27.89,30.79,26.7,19.94,28.19,2.33,32.23,52.26,41.29,44.49,6.826666666666667,32.0,Medium,65.81,32.23
Goa,1998,Coastal,1,19,1990s,1,0,0,7.37,9534.4,10082.31,5000.0,69.99,56.94,10.45,25.69,68.59,38.57,49.96,49.89,71.43,52.58,69.61,64.84,49.02,75.33,5.92,64.31,68.13,26.63,67.43,54.24,8.61,40.82,37.7,26.99,32.37,26.3,24.63,28.11,1.74,32.8,54.88,47.39,42.6,7.3933333333333335,34.77,Medium,68.59,32.8
Goa,1999,Coastal,1,20,1990s,1,0,0,8.25,10321.44,10941.62,5000.0,69.54,60.4,8.65,25.81,69.23,37.84,51.54,51.53,74.82,48.76,72.68,65.43,51.15,75.99,9.42,65.5,73.19,26.47,65.09,52.83,9.22,42.46,37.81,24.4,39.48,26.53,26.45,27.8,2.15,34.0,56.64,45.4,45.79,7.436666666666667,35.21,Medium,69.23,34.0
Goa,2000,Coastal,1,21,2000s,1,1,0,8.43,11191.76,11814.74,5000.0,67.28,62.03,11.67,24.8,70.54,41.12,49.25,54.87,72.18,52.56,69.9,68.88,52.01,76.37,9.03,65.87,68.62,27.37,63.4,54.52,10.38,46.49,41.22,25.74,34.79,27.99,27.31,24.82,1.97,35.1,54.12,54.13,45.02,8.016666666666666,36.54,Medium,70.54,35.1
Goa,2001,Coastal,1,22,2000s,1,1,0,7.45,12025.32,12693.26,5000.0,62.45,63.16,8.76,22.78,68.78,39.89,51.06,55.82,72.52,51.05,68.27,64.67,52.4,77.38,14.42,64.89,69.7,27.03,63.65,53.51,11.97,37.05,35.43,26.76,38.0,25.1,22.52,24.16,1.94,31.55,59.84,53.51,44.34,8.043333333333335,36.09,Medium,68.78,31.55
Goa,2002,Coastal,1,23,2000s,1,1,0,7.12,12881.17,13519.78,5000.0,67.36,63.27,10.07,25.35,66.58,41.0,52.86,55.58,76.41,50.91,69.69,64.9,48.5,78.12,12.61,65.37,69.68,24.55,68.16,53.12,10.21,37.91,34.26,27.03,34.88,26.63,22.13,28.46,2.13,31.68,57.33,52.14,45.26,7.666666666666667,36.31,Medium,66.58,31.68
Goa,2003,Coastal,1,24,2000s,1,1,0,6.76,13752.45,14467.24,5000.0,69.22,61.67,9.78,24.27,66.76,35.71,48.55,53.92,74.28,50.1,72.72,66.98,48.37,78.93,20.07,65.9,70.59,28.65,66.95,53.42,9.28,36.41,35.83,25.85,35.67,23.63,23.1,28.64,1.9,31.3,56.93,51.62,47.44,7.109999999999999,37.26,Medium,66.76,31.3
Goa,2004,Coastal,1,25,2000s,1,1,0,7.92,14841.1,15632.73,5000.0,74.15,63.01,8.9,24.97,71.54,35.73,50.03,55.97,77.91,53.46,69.64,66.56,51.03,76.65,22.59,66.45,70.28,30.79,70.66,54.61,10.08,39.7,33.73,25.05,37.94,28.59,21.69,27.37,1.93,32.27,54.17,54.14,44.01,7.266666666666667,38.14,Medium,71.54,32.27
Goa,2005,Coastal,1,26,2000s,1,1,0,7.68,15980.65,16813.6,5000.0,68.63,62.31,8.61,25.29,67.92,39.3,55.5,57.31,77.59,49.21,72.29,65.16,49.7,77.03,25.2,65.87,75.37,29.09,66.27,53.06,10.84,40.35,32.91,24.32,37.32,27.07,19.51,27.78,1.97,31.74,59.06,54.35,46.97,7.453333333333333,38.41,Medium,67.92,31.74
Goa,2006,Coastal,1,27,2000s,1,1,0,8.28,17304.05,18454.14,5000.0,70.22,64.31,10.76,26.72,70.74,39.51,51.31,56.63,80.01,50.51,75.67,67.2,54.96,76.14,26.17,68.17,72.44,26.96,70.1,54.51,9.7,37.0,36.42,25.93,39.03,27.9,23.78,31.81,1.96,32.88,57.07,49.74,45.64,7.96,39.21,High,70.74,32.88
Goa,2007,Coastal,1,28,2000s,1,1,0,9.1,18878.87,19946.13,5000.0,73.19,60.56,8.66,26.81,73.42,40.62,54.16,57.11,76.56,56.16,69.37,67.47,51.41,80.16,29.64,67.33,73.17,25.85,69.18,54.4,11.08,40.86,36.04,23.54,39.45,24.33,28.27,29.24,1.91,33.21,56.94,52.77,46.04,8.353333333333333,40.47,High,73.42,33.21
Goa,2008,Coastal,1,29,2000s,1,1,0,7.69,20331.3,21137.65,5000.0,70.01,66.26,8.21,27.06,68.99,39.66,53.48,52.24,81.85,56.44,71.6,66.15,53.65,80.02,30.07,68.82,75.19,30.55,73.23,53.98,9.49,42.73,39.88,32.4,36.67,26.49,19.74,29.21,2.11,34.69,62.41,51.41,43.5,8.356666666666667,39.57,High,68.99,34.69
Goa,2009,Coastal,1,30,2000s,1,1,0,7.28,21811.84,22857.64,5000.0,74.85,59.32,7.91,23.77,69.89,42.3,53.81,54.8,76.11,53.44,73.7,65.9,54.31,74.88,30.28,66.98,74.27,31.1,70.71,51.61,9.56,40.4,36.44,24.94,38.44,27.39,22.86,27.92,2.33,32.99,56.11,49.26,48.8,8.023333333333333,39.57,High,69.89,32.99
Goa,2010,Coastal,1,31,2010s,1,1,1,7.73,23497.4,24916.88,5000.0,70.66,62.75,10.0,27.36,72.76,36.27,51.0,49.86,74.17,55.97,73.97,68.75,53.43,79.36,34.13,68.12,77.23,28.08,71.6,54.42,10.12,47.4,48.23,25.89,40.68,34.52,36.26,39.02,2.4,40.3,57.32,53.37,50.51,7.566666666666667,40.12,High,72.76,40.3
Goa,2011,Coastal,1,32,2010s,1,1,1,6.89,25116.13,26843.23,5000.0,72.69,64.74,7.75,25.39,71.83,37.21,52.26,57.43,77.89,50.78,75.33,70.83,52.42,78.1,35.61,68.32,75.25,31.03,70.61,50.89,10.15,45.39,43.87,24.7,43.74,32.18,38.52,37.65,2.37,39.09,59.92,55.24,47.17,7.3,38.55,High,71.83,39.09
Goa,2012,Coastal,1,33,2010s,1,1,1,8.21,27177.49,28895.12,5000.0,73.46,63.97,8.92,25.43,72.7,38.1,53.49,57.14,72.9,51.98,76.16,71.86,53.8,82.11,37.49,68.79,79.3,30.92,72.13,54.68,9.76,49.12,39.54,29.36,40.12,35.51,32.12,37.19,2.16,39.13,58.94,52.69,50.21,7.609999999999999,41.49,High,72.7,39.13
Goa,2013,Coastal,1,34,2010s,1,1,1,8.83,29578.49,31152.45,5000.0,70.91,62.16,9.5,25.92,75.3,38.89,53.98,59.64,81.62,53.83,72.51,70.12,54.74,83.85,40.27,70.07,78.26,34.03,72.76,53.67,9.02,40.74,43.38,25.91,40.33,36.49,35.78,40.36,2.14,38.09,59.07,54.94,48.22,7.976666666666667,43.22,High,75.3,38.09
Goa,2014,Coastal,1,35,2010s,1,1,1,8.4,32062.0,33713.73,5000.0,72.65,64.08,6.55,27.51,71.34,35.79,53.33,58.94,77.31,53.67,75.71,69.01,51.58,82.19,41.48,68.88,75.54,31.67,73.32,53.29,10.85,49.63,41.91,26.66,40.83,34.31,34.73,37.14,2.39,39.49,65.66,51.53,48.18,8.479999999999999,39.92,High,71.34,39.49
Goa,2015,Coastal,1,36,2010s,1,1,1,8.4,34755.95,36682.48,5000.0,75.79,66.41,2.63,24.2,71.1,41.75,51.29,49.44,80.31,55.07,71.32,68.74,52.83,83.18,43.37,69.14,78.9,28.0,70.95,51.95,10.28,44.92,44.2,22.38,42.43,37.12,39.61,37.14,2.26,39.17,57.75,48.18,51.05,8.543333333333333,41.06,High,71.1,39.17
Goa,2016,Coastal,1,37,2010s,1,1,1,8.64,37757.81,39699.3,5399.11,71.28,65.22,8.8,27.7,73.07,39.66,51.5,60.35,77.17,55.9,70.46,68.65,57.38,82.71,49.71,69.17,78.2,29.88,74.78,52.59,11.24,46.05,39.51,26.43,47.22,36.99,35.78,40.25,2.24,39.76,62.18,50.78,50.19,8.479999999999999,43.15,High,73.07,39.76
Goa,2017,Coastal,1,38,2010s,1,1,1,8.77,41067.33,43723.99,5946.46,80.07,64.29,4.4,28.53,72.1,41.25,54.28,56.81,80.88,55.55,69.69,69.11,56.7,83.58,47.94,69.76,76.09,31.38,69.29,53.18,9.94,44.07,42.46,26.83,47.5,32.98,38.22,40.05,2.09,39.63,62.57,52.04,50.45,8.603333333333333,44.73,High,72.1,39.63
Goa,2018,Coastal,1,39,2010s,1,1,1,7.62,44195.8,47190.67,6417.93,77.73,63.86,3.24,27.22,75.65,36.76,52.97,57.28,76.85,53.01,73.32,68.9,53.49,85.7,48.56,69.12,76.05,32.41,75.13,53.06,10.08,46.09,39.11,27.09,44.57,35.18,37.91,35.85,2.38,38.99,62.87,52.29,50.39,8.343333333333332,47.24,High,75.65,38.99
Goa,2019,Coastal,1,40,2010s,1,1,1,7.91,47690.84,50513.16,6869.79,73.37,63.44,6.75,26.89,75.24,43.31,54.5,58.66,76.74,57.06,74.87,73.28,54.3,81.41,54.36,70.18,75.57,33.23,75.88,53.53,12.49,48.05,41.29,26.15,44.2,32.84,34.02,36.98,1.98,39.14,63.05,52.46,47.44,8.1,47.44,High,75.24,39.14
Goa,2020,Coastal,1,41,2020s,1,1,1,3.24,49234.85,51709.74,7032.52,77.68,64.41,5.82,28.55,74.2,38.35,56.08,59.95,78.81,60.6,73.45,72.64,54.48,85.62,52.05,71.38,79.05,32.42,74.6,54.49,11.19,41.26,46.68,26.69,43.23,36.31,36.25,36.77,2.23,39.02,62.15,52.15,49.77,6.256666666666667,46.73,High,74.2,39.02
Goa,2021,Coastal,1,42,2020s,1,1,1,8.44,53388.52,55743.36,7581.1,79.16,66.1,5.9,28.26,72.62,41.76,53.04,54.71,78.11,58.23,76.86,73.98,57.84,83.86,58.41,72.04,80.33,35.69,74.44,52.84,11.08,47.75,41.26,25.98,43.15,31.0,36.3,39.32,2.31,39.09,59.86,52.26,47.06,6.5299999999999985,47.78,High,72.62,39.09
Goa,2022,Coastal,1,43,2020s,1,1,1,8.96,58173.78,61776.97,8401.67,81.57,67.05,3.05,26.64,74.83,38.48,56.18,55.75,76.06,50.13,75.47,72.0,55.14,87.46,62.24,70.07,80.48,34.26,76.0,51.67,10.76,47.1,43.96,22.23,44.23,34.24,36.1,39.06,2.48,39.4,63.17,51.96,54.15,6.879999999999999,53.46,High,74.83,39.4
Goa,2023,Coastal,1,44,2020s,1,1,1,8.91,63354.83,67078.36,9122.66,79.07,63.44,2.13,26.27,75.78,42.64,59.89,59.07,85.29,54.43,72.6,75.44,57.11,86.73,62.85,72.63,82.12,37.05,77.92,53.95,11.39,47.03,41.68,27.61,43.46,38.11,33.51,38.67,2.15,39.81,65.67,52.89,49.02,8.77,58.63,High,75.78,39.81
Goa,2024,Coastal,1,45,2020s,1,1,1,7.68,68223.52,72263.96,9827.9,81.24,65.7,4.46,27.12,73.3,39.43,58.13,61.15,79.78,58.75,70.55,71.28,54.85,84.25,61.09,70.37,82.74,35.16,76.43,54.13,10.81,47.32,42.46,23.73,48.85,34.82,34.03,37.74,2.12,39.8,64.13,53.65,53.26,8.516666666666666,61.19,High,73.3,39.8
Goa,2025,Coastal,1,46,2020s,1,1,1,8.66,74131.3,77894.89,10593.71,82.22,66.77,6.71,29.82,77.38,37.66,58.17,56.83,80.95,56.66,77.58,75.34,55.22,88.88,65.16,73.09,82.79,35.38,75.56,54.22,9.5,49.89,38.96,24.9,47.96,37.17,35.7,37.99,2.34,40.28,64.9,55.75,54.6,8.416666666666666,65.94,High,77.38,40.28
Gujarat,1980,Coastal,1,1,1980s,0,0,0,7.87,18000.0,18970.79,5000.0,77.49,48.87,26.47,30.23,64.08,38.37,30.06,50.48,67.59,52.96,76.98,63.38,50.44,67.17,0.0,63.66,64.28,20.08,65.63,53.41,6.55,45.73,39.79,33.06,21.51,27.71,26.78,28.74,2.33,34.1,49.2,31.82,36.6,7.87,26.64,Low,64.08,34.1
Gujarat,1981,Coastal,1,2,1980s,0,0,0,7.38,19327.69,20619.62,5000.0,73.23,50.78,23.4,28.78,60.56,36.27,27.52,50.41,69.91,51.49,77.52,61.48,48.93,70.52,3.11,63.92,66.53,19.31,65.98,54.04,7.28,44.02,42.3,34.78,23.17,28.18,27.22,32.99,2.21,35.09,50.43,30.19,35.76,7.625,25.1,Low,60.56,35.09
Gujarat,1982,Coastal,1,3,1980s,0,0,0,7.31,20740.26,21986.5,5000.0,76.58,51.28,25.51,27.89,65.93,42.09,27.27,52.47,61.94,54.01,78.55,64.41,50.61,67.91,0.56,63.41,67.0,24.53,64.63,53.53,7.46,44.63,40.9,31.86,26.36,28.99,28.5,29.64,2.2,34.94,50.42,29.47,39.1,7.52,26.99,Low,65.93,34.94
Gujarat,1983,Coastal,1,4,1980s,0,0,0,5.88,21960.19,23153.56,5000.0,76.5,47.11,24.07,28.39,63.63,38.78,28.37,53.28,70.72,52.78,78.37,61.18,50.62,72.45,5.93,64.93,66.35,23.12,65.93,53.1,9.1,44.3,41.82,31.1,28.63,26.0,27.73,35.42,2.1,35.33,50.47,32.6,37.86,6.8566666666666665,25.81,Low,63.63,35.33
Gujarat,1984,Coastal,1,5,1980s,0,0,0,6.03,23283.5,24511.81,5000.0,74.41,50.68,23.05,30.79,63.94,38.55,29.42,45.48,71.28,55.58,75.17,66.14,51.36,74.34,0.0,66.16,64.54,23.81,66.93,54.8,8.31,41.44,40.7,33.51,24.89,32.53,27.51,28.66,2.28,34.41,50.05,33.97,41.54,6.406666666666666,27.24,Low,63.94,34.41
Gujarat,1985,Coastal,1,6,1980s,0,0,0,5.8,24633.59,25833.41,5000.0,79.24,51.49,27.01,28.77,64.28,37.51,26.38,48.37,72.02,53.18,80.71,66.1,53.73,72.69,6.44,67.06,68.87,22.09,64.52,55.08,7.74,44.23,41.19,32.77,25.11,25.77,25.67,32.75,2.28,34.48,49.91,32.75,40.35,5.903333333333333,26.73,Low,64.28,34.48
Gujarat,1986,Coastal,1,7,1980s,0,0,0,6.8,26308.98,27633.58,5000.0,78.57,48.13,24.44,29.87,68.58,41.48,25.48,46.22,72.95,53.95,80.2,74.88,52.36,75.94,2.91,69.12,69.37,23.26,68.52,53.57,7.72,41.83,40.4,37.55,23.56,30.17,23.33,30.1,2.39,34.3,52.93,30.24,38.5,6.21,28.19,Medium,68.58,34.3
Gujarat,1987,Coastal,1,8,1980s,0,0,0,4.4,27465.68,28974.65,5000.0,79.45,50.45,22.66,31.91,67.86,35.41,28.83,46.91,74.36,50.86,78.99,67.84,53.11,71.71,0.33,66.91,67.56,23.11,70.86,54.99,6.7,44.64,44.48,34.98,24.74,27.83,29.09,29.62,2.4,35.71,54.75,30.55,40.17,5.666666666666667,27.48,Medium,67.86,35.71
Gujarat,1988,Coastal,1,9,1980s,0,0,0,6.36,29213.2,31099.2,5000.0,78.44,48.3,25.82,27.75,65.77,39.81,31.56,44.97,75.69,53.05,77.26,68.08,52.14,73.36,1.14,67.29,68.18,24.61,68.99,56.4,6.72,47.07,36.34,32.62,29.45,29.36,25.31,30.62,2.17,35.08,52.42,34.1,41.36,5.853333333333334,28.94,Medium,65.77,35.08
Gujarat,1989,Coastal,1,10,1980s,0,0,0,7.57,31424.11,33219.74,5000.0,80.52,52.18,24.04,28.61,65.77,41.13,30.12,48.51,72.95,56.39,78.3,68.6,51.64,74.56,3.2,67.66,71.05,26.02,70.61,54.53,8.64,42.18,40.89,32.66,28.95,29.99,24.92,35.22,2.04,35.12,51.57,34.72,42.58,6.109999999999999,30.39,Medium,65.77,35.12
Gujarat,1990,Coastal,1,11,1990s,0,0,0,8.34,34044.06,35657.55,5000.0,79.96,49.28,22.95,28.92,69.41,39.43,27.47,47.76,74.24,51.97,77.97,68.27,52.66,74.43,0.06,67.3,70.31,22.98,65.52,53.64,7.75,43.42,43.19,34.64,28.93,28.76,24.55,31.0,2.24,35.55,55.05,30.75,42.39,7.423333333333335,30.69,Medium,69.41,35.55
Gujarat,1991,Coastal,1,12,1990s,1,0,0,8.99,37104.22,38795.87,5000.0,81.61,52.32,21.96,30.14,71.56,46.01,27.8,54.62,74.89,57.18,82.07,72.8,51.06,77.63,1.37,69.95,74.67,24.3,66.99,53.78,5.84,41.75,38.72,33.22,30.42,32.55,28.46,29.89,2.02,35.06,55.78,41.76,45.37,8.299999999999999,39.08,High,71.56,35.06
Gujarat,1992,Coastal,1,13,1990s,1,0,0,7.97,40059.77,42435.0,5000.0,75.66,53.69,22.13,31.49,68.29,44.71,29.58,54.68,72.45,55.29,77.78,68.09,52.88,77.36,2.42,67.88,68.48,23.57,71.56,54.9,7.21,45.9,40.47,35.28,30.36,32.92,30.07,30.54,2.45,36.9,56.49,47.14,40.14,8.433333333333334,35.07,Medium,68.29,36.9
Gujarat,1993,Coastal,1,14,1990s,1,0,0,8.56,43487.52,46107.14,5000.0,75.92,49.3,18.97,29.81,73.65,49.0,29.94,58.63,70.06,49.65,80.19,69.58,52.83,72.64,0.82,66.6,68.57,27.23,70.07,53.37,7.45,40.68,40.11,34.83,28.74,29.81,25.5,29.45,2.15,34.41,53.53,43.29,40.03,8.506666666666666,36.06,Medium,73.65,34.41
Gujarat,1994,Coastal,1,15,1990s,1,0,0,6.75,46423.33,49565.15,5000.0,79.5,51.99,21.6,30.0,73.68,47.6,28.95,53.12,73.77,48.33,77.16,72.07,56.07,76.72,2.15,68.15,72.24,31.2,71.91,54.35,7.0,39.59,40.65,31.41,28.36,27.51,24.4,34.41,2.25,33.78,55.98,47.36,42.93,7.760000000000001,38.62,High,73.68,33.78
Gujarat,1995,Coastal,1,16,1990s,1,0,0,6.35,49371.49,52049.43,5000.0,83.62,49.92,21.21,29.35,69.56,48.03,34.05,51.06,76.69,52.64,79.59,68.1,51.78,77.76,0.0,68.48,72.61,26.86,69.52,53.41,7.38,44.31,41.24,30.96,31.89,30.3,23.22,32.13,2.14,35.48,57.54,42.87,39.52,7.219999999999999,34.01,Medium,69.56,35.48
Gujarat,1996,Coastal,1,17,1990s,1,0,0,7.54,53095.15,55717.34,5000.0,83.18,50.34,22.19,28.54,72.72,43.84,29.15,54.68,72.82,53.48,83.06,68.46,55.06,75.85,4.38,68.81,75.39,23.58,68.74,55.19,7.76,43.54,39.03,33.09,31.87,31.14,27.07,31.72,2.14,35.6,55.82,43.53,44.28,6.88,36.5,Medium,72.72,35.6
Gujarat,1997,Coastal,1,18,1990s,1,0,0,8.55,57633.11,60492.06,5000.0,89.03,53.71,20.48,32.11,72.24,42.27,28.66,49.88,74.75,54.67,84.71,70.79,53.38,80.21,1.22,70.47,73.43,28.8,67.71,55.87,8.3,41.97,41.51,37.46,33.03,29.3,25.64,29.34,2.37,35.88,55.49,44.54,42.89,7.48,36.05,Medium,72.24,35.88
Gujarat,1998,Coastal,1,19,1990s,1,0,0,8.12,62312.26,65368.8,5000.0,86.31,51.4,20.3,29.63,72.42,47.19,32.41,52.25,78.81,58.19,82.11,74.53,52.61,76.51,4.4,71.19,76.39,28.98,70.89,54.84,6.83,47.69,40.5,33.14,34.61,29.76,27.01,29.46,2.4,36.87,61.36,47.09,47.39,8.07,40.74,High,72.42,36.87
Gujarat,1999,Coastal,1,20,1990s,1,0,0,8.47,67591.86,71602.79,5000.0,83.22,52.6,22.07,28.9,77.03,46.21,30.27,52.03,71.64,57.04,81.54,67.9,51.89,78.77,13.62,68.68,73.33,26.1,70.84,54.17,5.26,42.69,39.78,34.31,37.35,31.05,26.02,28.83,2.59,36.1,58.12,44.43,44.51,8.38,39.73,High,77.03,36.1
Gujarat,2000,Coastal,1,21,2000s,1,1,0,8.98,73661.07,77687.16,5000.0,82.28,54.69,20.12,30.41,72.37,46.83,30.83,66.32,69.05,57.88,84.3,66.51,53.83,79.15,9.78,68.95,72.73,27.05,75.17,55.62,10.73,44.24,37.98,31.87,35.12,26.36,27.99,30.56,2.14,35.27,59.82,55.29,44.19,8.523333333333333,41.0,High,72.37,35.27
Gujarat,2001,Coastal,1,22,2000s,1,1,0,8.09,79617.16,83843.25,5000.0,86.25,56.92,19.44,31.59,71.45,48.55,31.2,61.25,80.55,53.57,78.63,67.98,55.76,77.77,18.43,69.75,70.57,31.61,72.42,54.38,8.92,43.6,40.16,35.13,34.86,29.1,25.83,30.93,2.29,36.09,55.38,51.7,46.75,8.513333333333334,40.33,High,71.45,36.09
Gujarat,2002,Coastal,1,23,2000s,1,1,0,8.09,86061.34,89817.58,5000.0,84.86,56.66,18.82,30.4,74.9,44.84,32.61,58.3,80.89,56.69,82.47,73.9,57.89,82.81,13.56,73.15,72.62,28.48,72.39,55.12,8.73,43.17,38.73,31.7,32.3,26.95,23.86,29.09,2.34,34.29,57.3,59.66,46.61,8.386666666666667,44.42,High,74.9,34.29
Gujarat,2003,Coastal,1,24,2000s,1,1,0,8.41,93296.58,97865.9,5000.0,87.3,55.17,19.55,34.54,74.52,49.18,30.6,62.47,83.51,54.12,86.08,73.62,54.1,82.49,21.51,73.21,76.87,27.42,71.21,54.2,9.39,44.04,40.6,30.25,36.36,30.02,27.68,33.2,2.34,36.28,60.52,54.26,42.66,8.196666666666667,41.31,High,74.52,36.28
Gujarat,2004,Coastal,1,25,2000s,1,1,0,8.2,100948.39,106174.74,5000.0,86.41,54.09,17.48,32.86,74.91,48.34,32.29,62.63,81.41,54.58,82.48,71.38,54.55,81.05,22.32,71.69,75.11,32.02,71.21,54.28,9.02,45.69,40.63,34.98,33.12,29.33,28.34,31.2,2.46,36.69,58.97,57.22,50.93,8.233333333333333,44.18,High,74.91,36.69
Gujarat,2005,Coastal,1,26,2000s,1,1,0,8.33,109356.43,116182.38,5000.0,90.36,59.41,18.05,31.23,74.65,44.37,30.62,60.05,76.7,55.96,82.96,76.14,53.76,84.08,23.77,72.33,76.41,31.5,71.09,54.96,9.63,43.78,40.82,37.83,35.31,27.74,25.31,29.93,2.19,36.4,62.78,57.24,45.55,8.313333333333333,43.06,High,74.65,36.4
Gujarat,2006,Coastal,1,27,2000s,1,1,0,9.73,119996.93,127696.49,5000.0,84.74,57.88,18.87,30.05,78.94,50.74,31.45,61.59,80.26,57.06,84.07,77.49,55.46,80.96,23.76,73.34,75.49,30.79,77.26,53.88,9.68,42.77,42.62,37.97,36.01,27.82,28.65,32.4,2.57,37.13,61.97,53.68,48.23,8.753333333333332,45.19,High,78.94,37.13
Gujarat,2007,Coastal,1,28,2000s,1,1,0,9.0,130794.41,137399.45,5000.0,88.32,58.84,20.05,33.66,77.23,46.91,33.19,65.58,77.35,57.32,81.93,73.46,58.3,83.38,28.93,72.59,74.68,32.32,75.29,57.1,9.15,43.24,40.74,36.07,37.37,29.36,27.78,31.41,2.19,36.84,61.59,56.55,45.35,9.020000000000001,45.03,High,77.23,36.84
